student_id,grade,section_id,course,period
S00017,10,SEC00147,English II,2
S00018,12,SEC00173,English IV,1
S00018,12,SEC00139,English I,7
S00018,12,SEC00147,English II,2
S00018,12,SEC00030,Algebra II,2
S00018,12,SEC00319,Band,4
S00018,12,SEC00080,Biology,1
S00018,12,SEC00097,Chemistry,6
S00019,10,SEC00211,U.S. History,3
S00019,10,SEC00166,English III,5
S00019,10,SEC00185,English IV,2
S00019,10,SEC00339,Physical Education,6
S00019,10,SEC00108,Physics,8
S00019,10,SEC00049,Precalculus,6
S00019,10,SEC00319,Band,4
S00020,10,SEC00341,Physical Education,4
S00020,10,SEC00208,U.S. History,7
S00020,10,SEC00104,Physics,4
S00020,10,SEC00111,Environmental Science,1
S00020,10,SEC00293,French I,6
S00020,10,SEC00173,English IV,1
S00020,10,SEC00127,English I,8
S00021,12,SEC00256,Spanish I,5
S00021,12,SEC00219,Government,1
S00021,12,SEC00141,English II,8
S00021,12,SEC00026,Geometry,2
S00021,12,SEC00038,Algebra II,7
S00021,12,SEC00165,English III,5
S00021,12,SEC00112,Environmental Science,3
S00022,12,SEC00319,Band,4
S00022,12,SEC00179,English IV,1
S00022,12,SEC00324,Theater,6
S00022,12,SEC00298,Computer Science,2
S00022,12,SEC00058,Calculus,7
S00022,12,SEC00078,Biology,8
S00022,12,SEC00233,Economics,7
S00023,12,SEC00059,Calculus,3
S00023,12,SEC00024,Geometry,4
S00023,12,SEC00242,Economics,8
S00023,12,SEC00216,Government,8
S00023,12,SEC00320,Band,4
S00023,12,SEC00031,Algebra II,7
S00023,12,SEC00141,English II,8
S00024,10,SEC00106,Physics,3
S00024,10,SEC00328,Theater,5
S00024,10,SEC00258,Spanish I,6
S00024,10,SEC00311,Art,3
S00024,10,SEC00205,U.S. History,1
S00024,10,SEC00013,Algebra I,6
S00024,10,SEC00141,English II,8
S00025,12,SEC00024,Geometry,4
S00025,12,SEC00003,Algebra I,4
S00025,12,SEC00087,Chemistry,2
S00025,12,SEC00285,French I,3
S00025,12,SEC00134,English I,3
S00025,12,SEC00319,Band,4
S00025,12,SEC00182,English IV,5
S00026,9,SEC00287,French I,2
S00026,9,SEC00264,Spanish II,4
S00026,9,SEC00108,Physics,8
S00026,9,SEC00244,Economics,5
S00026,9,SEC00310,Art,5
S00026,9,SEC00156,English III,2
S00026,9,SEC00059,Calculus,3
S00027,12,SEC00210,U.S. History,8
S00027,12,SEC00312,Art,5
S00027,12,SEC00338,Physical Education,5
S00027,12,SEC00039,Algebra II,8
S00027,12,SEC00021,Geometry,8
S00027,12,SEC00079,Biology,5
S00027,12,SEC00319,Band,4
S00028,12,SEC00196,World History,6
S00028,12,SEC00177,English IV,2
S00028,12,SEC00309,Art,8
S00028,12,SEC00013,Algebra I,6
S00028,12,SEC00261,Spanish I,3
S00028,12,SEC00100,Physics,1
S00028,12,SEC00218,Government,5
S00029,11,SEC00273,Spanish II,3
S00029,11,SEC00160,English III,1
S00029,11,SEC00236,Economics,1
S00029,11,SEC00183,English IV,5
S00029,11,SEC00079,Biology,5
S00029,11,SEC00299,Computer Science,1
S00029,11,SEC00069,Calculus,2
S00030,10,SEC00026,Geometry,2
S00030,10,SEC00165,English III,5
S00030,10,SEC00140,English II,5
S00030,10,SEC00329,Theater,8
S00030,10,SEC00122,Environmental Science,3
S00030,10,SEC00203,U.S. History,8
S00030,10,SEC00292,French I,4
S00031,9,SEC00264,Spanish II,4
S00031,9,SEC00220,Government,7
S00031,9,SEC00194,World History,5
S00031,9,SEC00118,Environmental Science,2
S00031,9,SEC00322,Theater,4
S00031,9,SEC00161,English III,3
S00031,9,SEC00053,Precalculus,2
S00032,11,SEC00059,Calculus,3
S00032,11,SEC00104,Physics,4
S00032,11,SEC00222,Government,8
S00032,11,SEC00208,U.S. History,7
S00032,11,SEC00330,Theater,5
S00032,11,SEC00041,Algebra II,8
S00032,11,SEC00305,Computer Science,4
S00033,10,SEC00056,Precalculus,2
S00033,10,SEC00116,Environmental Science,1
S00033,10,SEC00210,U.S. History,8
S00033,10,SEC00266,Spanish II,5
S00033,10,SEC00326,Theater,7
S00033,10,SEC00315,Band,7
S00033,10,SEC00174,English IV,5
S00034,12,SEC00113,Environmental Science,7
S00034,12,SEC00106,Physics,3
S00034,12,SEC00082,Biology,3
S00034,12,SEC00183,English IV,5
S00034,12,SEC00033,Algebra II,6
S00034,12,SEC00311,Art,3
S00034,12,SEC00224,Government,7
S00035,12,SEC00199,World History,4
S00035,12,SEC00345,Physical Education,8
S00035,12,SEC00267,Spanish II,5
S00035,12,SEC00228,Government,5
S00035,12,SEC00321,Band,7
S00035,12,SEC00033,Algebra II,6
S00035,12,SEC00277,French I,7
S00036,11,SEC00020,Geometry,6
S00036,11,SEC00224,Government,7
S00036,11,SEC00202,U.S. History,7
S00036,11,SEC00129,English I,1
S00036,11,SEC00146,English II,6
S00036,11,SEC00113,Environmental Science,7
S00036,11,SEC00030,Algebra II,2
S00037,9,SEC00082,Biology,3
S00037,9,SEC00038,Algebra II,7
S00037,9,SEC00063,Calculus,8
S00037,9,SEC00204,U.S. History,6
S00037,9,SEC00254,Spanish I,8
S00037,9,SEC00049,Precalculus,6
S00037,9,SEC00227,Government,4
S00038,9,SEC00197,World History,1
S00038,9,SEC00086,Chemistry,6
S00038,9,SEC00016,Algebra I,3
S00038,9,SEC00021,Geometry,8
S00038,9,SEC00144,English II,1
S00038,9,SEC00157,English III,3
S00038,9,SEC00060,Calculus,3
S00039,11,SEC00021,Geometry,8
S00039,11,SEC00288,French I,1
S00039,11,SEC00232,Economics,7
S00039,11,SEC00178,English IV,5
S00039,11,SEC00220,Government,7
S00039,11,SEC00154,English III,6
S00039,11,SEC00209,U.S. History,6
S00040,10,SEC00238,Economics,6
S00040,10,SEC00280,French I,8
S00040,10,SEC00259,Spanish I,3
S00040,10,SEC00335,Physical Education,3
S00040,10,SEC00310,Art,5
S00040,10,SEC00007,Algebra I,7
S00040,10,SEC00196,World History,6
S00041,9,SEC00236,Economics,1
S00041,9,SEC00133,English I,1
S00041,9,SEC00295,Computer Science,6
S00041,9,SEC00081,Biology,4
S00041,9,SEC00212,U.S. History,6
S00041,9,SEC00281,French I,6
S00041,9,SEC00340,Physical Education,8
S00042,10,SEC00048,Precalculus,7
S00042,10,SEC00122,Environmental Science,3
S00042,10,SEC00090,Chemistry,8
S00042,10,SEC00044,Algebra II,6
S00042,10,SEC00267,Spanish II,5
S00042,10,SEC00251,Spanish I,3
S00042,10,SEC00314,Band,1
S00043,9,SEC00181,English IV,2
S00043,9,SEC00293,French I,6
S00043,9,SEC00044,Algebra II,6
S00043,9,SEC00273,Spanish II,3
S00043,9,SEC00228,Government,5
S00043,9,SEC00339,Physical Education,6
S00043,9,SEC00024,Geometry,4
S00044,9,SEC00099,Physics,7
S00044,9,SEC00051,Precalculus,5
S00044,9,SEC00326,Theater,7
S00044,9,SEC00248,Spanish I,5
S00044,9,SEC00143,English II,4
S00044,9,SEC00203,U.S. History,8
S00044,9,SEC00331,Physical Education,3
S00045,12,SEC00078,Biology,8
S00045,12,SEC00321,Band,7
S00045,12,SEC00146,English II,6
S00045,12,SEC00203,U.S. History,8
S00045,12,SEC00158,English III,3
S00045,12,SEC00266,Spanish II,5
S00045,12,SEC00243,Economics,3
S00046,9,SEC00313,Art,4
S00046,9,SEC00062,Calculus,3
S00046,9,SEC00142,English II,7
S00046,9,SEC00344,Physical Education,2
S00046,9,SEC00301,Computer Science,4
S00046,9,SEC00046,Precalculus,1
S00046,9,SEC00319,Band,4
S00047,11,SEC00266,Spanish II,5
S00047,11,SEC00232,Economics,7
S00047,11,SEC00290,French I,6
S00047,11,SEC00294,Computer Science,7
S00047,11,SEC00051,Precalculus,5
S00047,11,SEC00201,World History,2
S00047,11,SEC00037,Algebra II,6
S00048,9,SEC00140,English II,5
S00048,9,SEC00303,Computer Science,3
S00048,9,SEC00077,Biology,1
S00048,9,SEC00053,Precalculus,2
S00048,9,SEC00269,Spanish II,8
S00048,9,SEC00345,Physical Education,8
S00048,9,SEC00208,U.S. History,7
S00049,10,SEC00274,Spanish II,1
S00049,10,SEC00082,Biology,3
S00049,10,SEC00104,Physics,4
S00049,10,SEC00223,Government,5
S00049,10,SEC00296,Computer Science,1
S00049,10,SEC00026,Geometry,2
S00049,10,SEC00326,Theater,7
S00050,10,SEC00117,Environmental Science,4
S00050,10,SEC00091,Chemistry,4
S00050,10,SEC00167,English III,5
S00050,10,SEC00238,Economics,6
S00050,10,SEC00329,Theater,8
S00050,10,SEC00147,English II,2
S00050,10,SEC00312,Art,5
S00051,11,SEC00040,Algebra II,5
S00051,11,SEC00230,Economics,6
S00051,11,SEC00009,Algebra I,6
S00051,11,SEC00021,Geometry,8
S00051,11,SEC00186,World History,3
S00051,11,SEC00157,English III,3
S00051,11,SEC00118,Environmental Science,2
S00052,10,SEC00133,English I,1
S00052,10,SEC00076,Biology,5
S00052,10,SEC00178,English IV,5
S00052,10,SEC00276,Spanish II,4
S00052,10,SEC00201,World History,2
S00052,10,SEC00314,Band,1
S00052,10,SEC00026,Geometry,2
S00053,11,SEC00240,Economics,6
S00053,11,SEC00304,Computer Science,1
S00053,11,SEC00084,Chemistry,3
S00053,11,SEC00025,Geometry,8
S00053,11,SEC00049,Precalculus,6
S00053,11,SEC00262,Spanish II,3
S00053,11,SEC00156,English III,2
S00054,9,SEC00287,French I,2
S00054,9,SEC00076,Biology,5
S00054,9,SEC00040,Algebra II,5
S00054,9,SEC00088,Chemistry,7
S00054,9,SEC00122,Environmental Science,3
S00054,9,SEC00248,Spanish I,5
S00054,9,SEC00327,Theater,3
S00055,12,SEC00005,Algebra I,3
S00055,12,SEC00328,Theater,5
S00055,12,SEC00097,Chemistry,6
S00055,12,SEC00054,Precalculus,2
S00055,12,SEC00207,U.S. History,1
S00055,12,SEC00337,Physical Education,4
S00055,12,SEC00136,English I,1
S00056,12,SEC00291,French I,8
S00056,12,SEC00079,Biology,5
S00056,12,SEC00031,Algebra II,7
S00056,12,SEC00125,English I,1
S00056,12,SEC00066,Calculus,6
S00056,12,SEC00046,Precalculus,1
S00056,12,SEC00140,English II,5
S00057,12,SEC00005,Algebra I,3
S00057,12,SEC00336,Physical Education,2
S00057,12,SEC00262,Spanish II,3
S00057,12,SEC00037,Algebra II,6
S00057,12,SEC00222,Government,8
S00057,12,SEC00097,Chemistry,6
S00057,12,SEC00312,Art,5
S00058,12,SEC00078,Biology,8
S00058,12,SEC00267,Spanish II,5
S00058,12,SEC00321,Band,7
S00058,12,SEC00324,Theater,6
S00058,12,SEC00158,English III,3
S00058,12,SEC00060,Calculus,3
S00058,12,SEC00239,Economics,4
S00059,10,SEC00295,Computer Science,6
S00059,10,SEC00161,English III,3
S00059,10,SEC00046,Precalculus,1
S00059,10,SEC00173,English IV,1
S00059,10,SEC00064,Calculus,8
S00059,10,SEC00226,Government,1
S00059,10,SEC00100,Physics,1
S00060,11,SEC00138,English I,5
S00060,11,SEC00212,U.S. History,6
S00060,11,SEC00145,English II,2
S00060,11,SEC00097,Chemistry,6
S00060,11,SEC00057,Calculus,7
S00060,11,SEC00022,Geometry,6
S00060,11,SEC00230,Economics,6
S00061,11,SEC00111,Environmental Science,1
S00061,11,SEC00074,Calculus,4
S00061,11,SEC00135,English I,8
S00061,11,SEC00033,Algebra II,6
S00061,11,SEC00142,English II,7
S00061,11,SEC00311,Art,3
S00061,11,SEC00199,World History,4
S00062,12,SEC00189,World History,5
S00062,12,SEC00321,Band,7
S00062,12,SEC00167,English III,5
S00062,12,SEC00285,French I,3
S00062,12,SEC00259,Spanish I,3
S00062,12,SEC00239,Economics,4
S00062,12,SEC00019,Geometry,6
S00063,10,SEC00203,U.S. History,8
S00063,10,SEC00245,Spanish I,7
S00063,10,SEC00043,Algebra II,6
S00063,10,SEC00267,Spanish II,5
S00063,10,SEC00165,English III,5
S00063,10,SEC00226,Government,1
S00063,10,SEC00083,Chemistry,4
S00064,9,SEC00086,Chemistry,6
S00064,9,SEC00021,Geometry,8
S00064,9,SEC00278,French I,1
S00064,9,SEC00229,Government,6
S00064,9,SEC00164,English III,3
S00064,9,SEC00114,Environmental Science,8
S00064,9,SEC00073,Calculus,2
S00065,9,SEC00044,Algebra II,6
S00065,9,SEC00292,French I,4
S00065,9,SEC00052,Precalculus,5
S00065,9,SEC00084,Chemistry,3
S00065,9,SEC00330,Theater,5
S00065,9,SEC00167,English III,5
S00065,9,SEC00275,Spanish II,4
S00066,10,SEC00316,Band,6
S00066,10,SEC00252,Spanish I,7
S00066,10,SEC00055,Precalculus,2
S00066,10,SEC00133,English I,1
S00066,10,SEC00068,Calculus,7
S00066,10,SEC00161,English III,3
S00066,10,SEC00308,Art,8
S00067,10,SEC00308,Art,8
S00067,10,SEC00152,English II,7
S00067,10,SEC00032,Algebra II,4
S00067,10,SEC00296,Computer Science,1
S00067,10,SEC00197,World History,1
S00067,10,SEC00090,Chemistry,8
S00067,10,SEC00210,U.S. History,8
S00068,10,SEC00336,Physical Education,2
S00068,10,SEC00041,Algebra II,8
S00068,10,SEC00003,Algebra I,4
S00068,10,SEC00311,Art,3
S00068,10,SEC00137,English I,5
S00068,10,SEC00318,Band,5
S00068,10,SEC00107,Physics,7
S00069,12,SEC00117,Environmental Science,4
S00069,12,SEC00317,Band,3
S00069,12,SEC00344,Physical Education,2
S00069,12,SEC00083,Chemistry,4
S00069,12,SEC00144,English II,1
S00069,12,SEC00311,Art,3
S00069,12,SEC00082,Biology,3
S00070,11,SEC00281,French I,6
S00070,11,SEC00020,Geometry,6
S00070,11,SEC00330,Theater,5
S00070,11,SEC00100,Physics,1
S00070,11,SEC00140,English II,5
S00070,11,SEC00204,U.S. History,6
S00070,11,SEC00247,Spanish I,7
S00071,12,SEC00314,Band,1
S00071,12,SEC00065,Calculus,6
S00071,12,SEC00150,English II,3
S00071,12,SEC00282,French I,1
S00071,12,SEC00216,Government,8
S00071,12,SEC00173,English IV,1
S00071,12,SEC00128,English I,5
S00072,10,SEC00229,Government,6
S00072,10,SEC00288,French I,1
S00072,10,SEC00046,Precalculus,1
S00072,10,SEC00260,Spanish I,4
S00072,10,SEC00041,Algebra II,8
S00072,10,SEC00314,Band,1
S00072,10,SEC00195,World History,1
S00073,10,SEC00026,Geometry,2
S00073,10,SEC00160,English III,1
S00073,10,SEC00285,French I,3
S00073,10,SEC00238,Economics,6
S00073,10,SEC00316,Band,6
S00073,10,SEC00053,Precalculus,2
S00073,10,SEC00310,Art,5
S00074,12,SEC00117,Environmental Science,4
S00074,12,SEC00316,Band,6
S00074,12,SEC00041,Algebra II,8
S00074,12,SEC00076,Biology,5
S00074,12,SEC00212,U.S. History,6
S00074,12,SEC00257,Spanish I,5
S00074,12,SEC00060,Calculus,3
S00075,9,SEC00185,English IV,2
S00075,9,SEC00055,Precalculus,2
S00075,9,SEC00189,World History,5
S00075,9,SEC00074,Calculus,4
S00075,9,SEC00337,Physical Education,4
S00075,9,SEC00271,Spanish II,3
S00075,9,SEC00134,English I,3
S00076,12,SEC00225,Government,4
S00076,12,SEC00241,Economics,5
S00076,12,SEC00145,English II,2
S00076,12,SEC00308,Art,8
S00076,12,SEC00305,Computer Science,4
S00076,12,SEC00215,U.S. History,5
S00076,12,SEC00122,Environmental Science,3
S00077,10,SEC00334,Physical Education,8
S00077,10,SEC00224,Government,7
S00077,10,SEC00239,Economics,4
S00077,10,SEC00184,English IV,6
S00077,10,SEC00076,Biology,5
S00077,10,SEC00247,Spanish I,7
S00077,10,SEC00328,Theater,5
S00078,9,SEC00064,Calculus,8
S00078,9,SEC00009,Algebra I,6
S00078,9,SEC00328,Theater,5
S00078,9,SEC00320,Band,4
S00078,9,SEC00162,English III,3
S00078,9,SEC00186,World History,3
S00078,9,SEC00275,Spanish II,4
S00079,12,SEC00040,Algebra II,5
S00079,12,SEC00142,English II,7
S00079,12,SEC00321,Band,7
S00079,12,SEC00077,Biology,1
S00079,12,SEC00330,Theater,5
S00079,12,SEC00051,Precalculus,5
S00079,12,SEC00227,Government,4
S00080,10,SEC00338,Physical Education,5
S00080,10,SEC00029,Algebra II,7
S00080,10,SEC00215,U.S. History,5
S00080,10,SEC00226,Government,1
S00080,10,SEC00305,Computer Science,4
S00080,10,SEC00312,Art,5
S00080,10,SEC00138,English I,5
S00081,12,SEC00002,Algebra I,1
S00081,12,SEC00211,U.S. History,3
S00081,12,SEC00156,English III,2
S00081,12,SEC00307,Art,7
S00081,12,SEC00266,Spanish II,5
S00081,12,SEC00054,Precalculus,2
S00081,12,SEC00109,Physics,1
S00082,12,SEC00177,English IV,2
S00082,12,SEC00223,Government,5
S00082,12,SEC00018,Algebra I,1
S00082,12,SEC00101,Physics,5
S00082,12,SEC00150,English II,3
S00082,12,SEC00324,Theater,6
S00082,12,SEC00020,Geometry,6
S00083,10,SEC00204,U.S. History,6
S00083,10,SEC00304,Computer Science,1
S00083,10,SEC00067,Calculus,7
S00083,10,SEC00315,Band,7
S00083,10,SEC00254,Spanish I,8
S00083,10,SEC00235,Economics,3
S00083,10,SEC00019,Geometry,6
S00084,11,SEC00296,Computer Science,1
S00084,11,SEC00171,English IV,6
S00084,11,SEC00346,Physical Education,2
S00084,11,SEC00008,Algebra I,7
S00084,11,SEC00274,Spanish II,1
S00084,11,SEC00144,English II,1
S00084,11,SEC00076,Biology,5
S00085,10,SEC00047,Precalculus,7
S00085,10,SEC00320,Band,4
S00085,10,SEC00143,English II,4
S00085,10,SEC00205,U.S. History,1
S00085,10,SEC00082,Biology,3
S00085,10,SEC00252,Spanish I,7
S00085,10,SEC00136,English I,1
S00086,9,SEC00203,U.S. History,8
S00086,9,SEC00323,Theater,8
S00086,9,SEC00342,Physical Education,5
S00086,9,SEC00018,Algebra I,1
S00086,9,SEC00299,Computer Science,1
S00086,9,SEC00048,Precalculus,7
S00086,9,SEC00117,Environmental Science,4
S00087,10,SEC00099,Physics,7
S00087,10,SEC00110,Environmental Science,4
S00087,10,SEC00179,English IV,1
S00087,10,SEC00165,English III,5
S00087,10,SEC00074,Calculus,4
S00087,10,SEC00047,Precalculus,7
S00087,10,SEC00336,Physical Education,2
S00088,12,SEC00118,Environmental Science,2
S00088,12,SEC00324,Theater,6
S00088,12,SEC00304,Computer Science,1
S00088,12,SEC00321,Band,7
S00088,12,SEC00175,English IV,6
S00088,12,SEC00018,Algebra I,1
S00088,12,SEC00309,Art,8
S00089,11,SEC00270,Spanish II,1
S00089,11,SEC00130,English I,6
S00089,11,SEC00056,Precalculus,2
S00089,11,SEC00091,Chemistry,4
S00089,11,SEC00338,Physical Education,5
S00089,11,SEC00296,Computer Science,1
S00089,11,SEC00079,Biology,5
S00090,10,SEC00063,Calculus,8
S00090,10,SEC00050,Precalculus,6
S00090,10,SEC00202,U.S. History,7
S00090,10,SEC00100,Physics,1
S00090,10,SEC00114,Environmental Science,8
S00090,10,SEC00082,Biology,3
S00090,10,SEC00217,Government,5
S00091,9,SEC00330,Theater,5
S00091,9,SEC00077,Biology,1
S00091,9,SEC00170,English IV,4
S00091,9,SEC00295,Computer Science,6
S00091,9,SEC00058,Calculus,7
S00091,9,SEC00267,Spanish II,5
S00091,9,SEC00104,Physics,4
S00092,9,SEC00195,World History,1
S00092,9,SEC00053,Precalculus,2
S00092,9,SEC00344,Physical Education,2
S00092,9,SEC00259,Spanish I,3
S00092,9,SEC00041,Algebra II,8
S00092,9,SEC00060,Calculus,3
S00092,9,SEC00005,Algebra I,3
S00093,12,SEC00317,Band,3
S00093,12,SEC00070,Calculus,2
S00093,12,SEC00107,Physics,7
S00093,12,SEC00193,World History,8
S00093,12,SEC00117,Environmental Science,4
S00093,12,SEC00248,Spanish I,5
S00093,12,SEC00136,English I,1
S00094,12,SEC00343,Physical Education,8
S00094,12,SEC00151,English II,4
S00094,12,SEC00239,Economics,4
S00094,12,SEC00003,Algebra I,4
S00094,12,SEC00073,Calculus,2
S00094,12,SEC00247,Spanish I,7
S00094,12,SEC00104,Physics,4
S00095,11,SEC00167,English III,5
S00095,11,SEC00325,Theater,8
S00095,11,SEC00040,Algebra II,5
S00095,11,SEC00076,Biology,5
S00095,11,SEC00237,Economics,3
S00095,11,SEC00109,Physics,1
S00095,11,SEC00090,Chemistry,8
S00096,9,SEC00211,U.S. History,3
S00096,9,SEC00278,French I,1
S00096,9,SEC00174,English IV,5
S00096,9,SEC00318,Band,5
S00096,9,SEC00303,Computer Science,3
S00096,9,SEC00326,Theater,7
S00096,9,SEC00119,Environmental Science,2
S00097,9,SEC00191,World History,8
S00097,9,SEC00097,Chemistry,6
S00097,9,SEC00301,Computer Science,4
S00097,9,SEC00306,Art,3
S00097,9,SEC00346,Physical Education,2
S00097,9,SEC00046,Precalculus,1
S00097,9,SEC00251,Spanish I,3
S00098,12,SEC00332,Physical Education,1
S00098,12,SEC00190,World History,3
S00098,12,SEC00074,Calculus,4
S00098,12,SEC00109,Physics,1
S00098,12,SEC00275,Spanish II,4
S00098,12,SEC00026,Geometry,2
S00098,12,SEC00054,Precalculus,2
S00099,9,SEC00312,Art,5
S00099,9,SEC00166,English III,5
S00099,9,SEC00201,World History,2
S00099,9,SEC00143,English II,4
S00099,9,SEC00253,Spanish I,2
S00099,9,SEC00318,Band,5
S00099,9,SEC00063,Calculus,8
S00100,12,SEC00029,Algebra II,7
S00100,12,SEC00314,Band,1
S00100,12,SEC00069,Calculus,2
S00100,12,SEC00308,Art,8
S00100,12,SEC00206,U.S. History,1
S00100,12,SEC00274,Spanish II,1
S00100,12,SEC00046,Precalculus,1
S00101,10,SEC00215,U.S. History,5
S00101,10,SEC00046,Precalculus,1
S00101,10,SEC00191,World History,8
S00101,10,SEC00145,English II,2
S00101,10,SEC00293,French I,6
S00101,10,SEC00109,Physics,1
S00101,10,SEC00311,Art,3
S00102,12,SEC00163,English III,1
S00102,12,SEC00342,Physical Education,5
S00102,12,SEC00106,Physics,3
S00102,12,SEC00293,French I,6
S00102,12,SEC00212,U.S. History,6
S00102,12,SEC00235,Economics,3
S00102,12,SEC00178,English IV,5
S00103,9,SEC00086,Chemistry,6
S00103,9,SEC00198,World History,2
S00103,9,SEC00032,Algebra II,4
S00103,9,SEC00108,Physics,8
S00103,9,SEC00212,U.S. History,6
S00103,9,SEC00311,Art,3
S00103,9,SEC00227,Government,4
S00104,9,SEC00085,Chemistry,3
S00104,9,SEC00124,English I,8
S00104,9,SEC00049,Precalculus,6
S00104,9,SEC00099,Physics,7
S00104,9,SEC00295,Computer Science,6
S00104,9,SEC00079,Biology,5
S00104,9,SEC00273,Spanish II,3
S00105,9,SEC00019,Geometry,6
S00105,9,SEC00131,English I,2
S00105,9,SEC00200,World History,2
S00105,9,SEC00184,English IV,6
S00105,9,SEC00236,Economics,1
S00105,9,SEC00120,Environmental Science,3
S00105,9,SEC00333,Physical Education,2
S00106,9,SEC00079,Biology,5
S00106,9,SEC00338,Physical Education,5
S00106,9,SEC00165,English III,5
S00106,9,SEC00202,U.S. History,7
S00106,9,SEC00318,Band,5
S00106,9,SEC00134,English I,3
S00106,9,SEC00259,Spanish I,3
S00107,11,SEC00016,Algebra I,3
S00107,11,SEC00109,Physics,1
S00107,11,SEC00128,English I,5
S00107,11,SEC00283,French I,5
S00107,11,SEC00053,Precalculus,2
S00107,11,SEC00140,English II,5
S00107,11,SEC00329,Theater,8
S00108,9,SEC00089,Chemistry,7
